line,source,ef,ep,nf,np,jaccard,ochiai,faulty
752,return 0;,0,0,16,25,0.000000000000,0.000000000000,False
762,"yaml_parser_parse_block_sequence_entry(yaml_parser_t *parser,",0,0,16,25,0.000000000000,0.000000000000,False
767,if (first) {,0,0,16,25,0.000000000000,0.000000000000,False
768,token = PEEK_TOKEN(parser);,0,0,16,25,0.000000000000,0.000000000000,False
769,"if (!PUSH(parser, parser->marks, token->start_mark))",0,0,16,25,0.000000000000,0.000000000000,False
770,return 0;,0,0,16,25,0.000000000000,0.000000000000,False
771,SKIP_TOKEN(parser);,0,0,16,25,0.000000000000,0.000000000000,False
774,token = PEEK_TOKEN(parser);,0,0,16,25,0.000000000000,0.000000000000,False
775,if (!token) return 0;,0,0,16,25,0.000000000000,0.000000000000,False
777,if (token->type == YAML_BLOCK_ENTRY_TOKEN),0,0,16,25,0.000000000000,0.000000000000,False
779,yaml_mark_t mark = token->end_mark;,0,0,16,25,0.000000000000,0.000000000000,False
780,SKIP_TOKEN(parser);,0,0,16,25,0.000000000000,0.000000000000,False
781,token = PEEK_TOKEN(parser);,0,0,16,25,0.000000000000,0.000000000000,False
782,if (!token) return 0;,0,0,16,25,0.000000000000,0.000000000000,False
783,if (token->type != YAML_BLOCK_ENTRY_TOKEN &&,0,0,16,25,0.000000000000,0.000000000000,False
784,token->type != YAML_BLOCK_END_TOKEN) {,0,0,16,25,0.000000000000,0.000000000000,False
785,"if (!PUSH(parser, parser->states,",0,0,16,25,0.000000000000,0.000000000000,False
787,return 0;,0,0,16,25,0.000000000000,0.000000000000,False
788,"return yaml_parser_parse_node(parser, event, 1, 0);",0,0,16,25,0.000000000000,0.000000000000,False
791,parser->state = YAML_PARSE_BLOCK_SEQUENCE_ENTRY_STATE;,0,0,16,25,0.000000000000,0.000000000000,False
792,"return yaml_parser_process_empty_scalar(parser, event, mark);",0,0,16,25,0.000000000000,0.000000000000,False
796,else if (token->type == YAML_BLOCK_END_TOKEN),0,0,16,25,0.000000000000,0.000000000000,False
798,"parser->state = POP(parser, parser->states);",0,0,16,25,0.000000000000,0.000000000000,False
799,"(void)POP(parser, parser->marks);",0,0,16,25,0.000000000000,0.000000000000,False
800,"SEQUENCE_END_EVENT_INIT(*event, token->start_mark, token->end_mark);",0,0,16,25,0.000000000000,0.000000000000,False
801,SKIP_TOKEN(parser);,0,0,16,25,0.000000000000,0.000000000000,False
802,return 1;,0,0,16,25,0.000000000000,0.000000000000,False
807,"return yaml_parser_set_parser_error_context(parser,",0,0,16,25,0.000000000000,0.000000000000,False
808,"""while parsing a block collection"", POP(parser, parser->marks),",0,0,16,25,0.000000000000,0.000000000000,False
820,"yaml_parser_parse_indentless_sequence_entry(yaml_parser_t *parser,",0,0,16,25,0.000000000000,0.000000000000,False
825,token = PEEK_TOKEN(parser);,0,0,16,25,0.000000000000,0.000000000000,False
826,if (!token) return 0;,0,0,16,25,0.000000000000,0.000000000000,False
828,if (token->type == YAML_BLOCK_ENTRY_TOKEN),0,0,16,25,0.000000000000,0.000000000000,False
830,yaml_mark_t mark = token->end_mark;,0,0,16,25,0.000000000000,0.000000000000,False
831,SKIP_TOKEN(parser);,0,0,16,25,0.000000000000,0.000000000000,False
832,token = PEEK_TOKEN(parser);,0,0,16,25,0.000000000000,0.000000000000,False
833,if (!token) return 0;,0,0,16,25,0.000000000000,0.000000000000,False
834,if (token->type != YAML_BLOCK_ENTRY_TOKEN &&,0,0,16,25,0.000000000000,0.000000000000,False
835,token->type != YAML_KEY_TOKEN &&,0,0,16,25,0.000000000000,0.000000000000,False
836,token->type != YAML_VALUE_TOKEN &&,0,0,16,25,0.000000000000,0.000000000000,False
837,token->type != YAML_BLOCK_END_TOKEN) {,0,0,16,25,0.000000000000,0.000000000000,False
838,"if (!PUSH(parser, parser->states,",0,0,16,25,0.000000000000,0.000000000000,False
840,return 0;,0,0,16,25,0.000000000000,0.000000000000,False
841,"return yaml_parser_parse_node(parser, event, 1, 0);",0,0,16,25,0.000000000000,0.000000000000,False
844,parser->state = YAML_PARSE_INDENTLESS_SEQUENCE_ENTRY_STATE;,0,0,16,25,0.000000000000,0.000000000000,False
845,"return yaml_parser_process_empty_scalar(parser, event, mark);",0,0,16,25,0.000000000000,0.000000000000,False
851,"parser->state = POP(parser, parser->states);",0,0,16,25,0.000000000000,0.000000000000,False
852,"SEQUENCE_END_EVENT_INIT(*event, token->start_mark, token->start_mark);",0,0,16,25,0.000000000000,0.000000000000,False
853,return 1;,0,0,16,25,0.000000000000,0.000000000000,False
870,"yaml_parser_parse_block_mapping_key(yaml_parser_t *parser,",0,4,16,21,0.000000000000,0.000000000000,False
875,if (first) {,0,4,16,21,0.000000000000,0.000000000000,False
876,token = PEEK_TOKEN(parser);,0,4,16,21,0.000000000000,0.000000000000,False
877,"if (!PUSH(parser, parser->marks, token->start_mark))",0,4,16,21,0.000000000000,0.000000000000,False
878,return 0;,0,0,16,25,0.000000000000,0.000000000000,False
879,SKIP_TOKEN(parser);,0,4,16,21,0.000000000000,0.000000000000,False
882,token = PEEK_TOKEN(parser);,0,4,16,21,0.000000000000,0.000000000000,False
883,if (!token) return 0;,0,4,16,21,0.000000000000,0.000000000000,False
885,if (token->type == YAML_KEY_TOKEN),0,4,16,21,0.000000000000,0.000000000000,False
887,yaml_mark_t mark = token->end_mark;,0,4,16,21,0.000000000000,0.000000000000,False
888,SKIP_TOKEN(parser);,0,4,16,21,0.000000000000,0.000000000000,False
889,token = PEEK_TOKEN(parser);,0,4,16,21,0.000000000000,0.000000000000,False
890,if (!token) return 0;,0,4,16,21,0.000000000000,0.000000000000,False
891,if (token->type != YAML_KEY_TOKEN &&,0,4,16,21,0.000000000000,0.000000000000,False
892,token->type != YAML_VALUE_TOKEN &&,0,4,16,21,0.000000000000,0.000000000000,False
893,token->type != YAML_BLOCK_END_TOKEN) {,0,4,16,21,0.000000000000,0.000000000000,False
894,"if (!PUSH(parser, parser->states,",0,3,16,22,0.000000000000,0.000000000000,False
896,return 0;,0,0,16,25,0.000000000000,0.000000000000,False
897,"return yaml_parser_parse_node(parser, event, 1, 1);",0,3,16,22,0.000000000000,0.000000000000,False
900,parser->state = YAML_PARSE_BLOCK_MAPPING_VALUE_STATE;,0,1,16,24,0.000000000000,0.000000000000,False
901,"return yaml_parser_process_empty_scalar(parser, event, mark);",0,1,16,24,0.000000000000,0.000000000000,False
905,else if (token->type == YAML_BLOCK_END_TOKEN),0,4,16,21,0.000000000000,0.000000000000,False
907,"parser->state = POP(parser, parser->states);",0,4,16,21,0.000000000000,0.000000000000,False
908,"(void)POP(parser, parser->marks);",0,4,16,21,0.000000000000,0.000000000000,False
909,"MAPPING_END_EVENT_INIT(*event, token->start_mark, token->end_mark);",0,4,16,21,0.000000000000,0.000000000000,False
910,SKIP_TOKEN(parser);,0,4,16,21,0.000000000000,0.000000000000,False
911,return 1;,0,4,16,21,0.000000000000,0.000000000000,False
916,"return yaml_parser_set_parser_error_context(parser,",0,0,16,25,0.000000000000,0.000000000000,False
917,"""while parsing a block mapping"", POP(parser, parser->marks),",0,0,16,25,0.000000000000,0.000000000000,False
935,"yaml_parser_parse_block_mapping_value(yaml_parser_t *parser,",0,4,16,21,0.000000000000,0.000000000000,False
940,token = PEEK_TOKEN(parser);,0,4,16,21,0.000000000000,0.000000000000,False
941,if (!token) return 0;,0,4,16,21,0.000000000000,0.000000000000,False
943,if (token->type == YAML_VALUE_TOKEN),0,4,16,21,0.000000000000,0.000000000000,False
945,yaml_mark_t mark = token->end_mark;,0,3,16,22,0.000000000000,0.000000000000,False
946,SKIP_TOKEN(parser);,0,3,16,22,0.000000000000,0.000000000000,False
947,token = PEEK_TOKEN(parser);,0,3,16,22,0.000000000000,0.000000000000,False
948,if (!token) return 0;,0,3,16,22,0.000000000000,0.000000000000,False
949,if (token->type != YAML_KEY_TOKEN &&,0,3,16,22,0.000000000000,0.000000000000,False
950,token->type != YAML_VALUE_TOKEN &&,0,3,16,22,0.000000000000,0.000000000000,False
951,token->type != YAML_BLOCK_END_TOKEN) {,0,3,16,22,0.000000000000,0.000000000000,False
952,"if (!PUSH(parser, parser->states,",0,2,16,23,0.000000000000,0.000000000000,False
954,return 0;,0,0,16,25,0.000000000000,0.000000000000,False
955,"return yaml_parser_parse_node(parser, event, 1, 1);",0,2,16,23,0.000000000000,0.000000000000,False
958,parser->state = YAML_PARSE_BLOCK_MAPPING_KEY_STATE;,0,1,16,24,0.000000000000,0.000000000000,False
959,"return yaml_parser_process_empty_scalar(parser, event, mark);",0,1,16,24,0.000000000000,0.000000000000,False
965,parser->state = YAML_PARSE_BLOCK_MAPPING_KEY_STATE;,0,1,16,24,0.000000000000,0.000000000000,False
966,"return yaml_parser_process_empty_scalar(parser, event, token->start_mark);",0,1,16,24,0.000000000000,0.000000000000,False
985,"yaml_parser_parse_flow_sequence_entry(yaml_parser_t *parser,",16,4,0,21,0.800000000000,0.894427191000,False
990,if (first) {,16,4,0,21,0.800000000000,0.894427191000,False
991,token = PEEK_TOKEN(parser);,16,4,0,21,0.800000000000,0.894427191000,False
992,"if (!PUSH(parser, parser->marks, token->start_mark))",16,4,0,21,0.800000000000,0.894427191000,False
993,return 0;,0,0,16,25,0.000000000000,0.000000000000,False
994,SKIP_TOKEN(parser);,16,4,0,21,0.800000000000,0.894427191000,False
997,token = PEEK_TOKEN(parser);,16,4,0,21,0.800000000000,0.894427191000,False
998,if (!token) return 0;,16,4,0,21,0.800000000000,0.894427191000,False
1000,if (token->type != YAML_FLOW_SEQUENCE_END_TOKEN),16,4,0,21,0.800000000000,0.894427191000,False
1002,if (!first) {,16,4,0,21,0.800000000000,0.894427191000,False
1003,if (token->type == YAML_FLOW_ENTRY_TOKEN) {,16,3,0,22,0.842105263158,0.917662935482,False
1004,SKIP_TOKEN(parser);,16,3,0,22,0.842105263158,0.917662935482,False
1005,token = PEEK_TOKEN(parser);,16,3,0,22,0.842105263158,0.917662935482,False
1006,if (!token) return 0;,16,3,0,22,0.842105263158,0.917662935482,False
1009,"return yaml_parser_set_parser_error_context(parser,",0,0,16,25,0.000000000000,0.000000000000,False
1010,"""while parsing a flow sequence"", POP(parser, parser->marks),",0,0,16,25,0.000000000000,0.000000000000,False
1015,if (token->type == YAML_KEY_TOKEN) {,16,4,0,21,0.800000000000,0.894427191000,False
1016,parser->state = YAML_PARSE_FLOW_SEQUENCE_ENTRY_MAPPING_KEY_STATE;,16,0,0,25,1.000000000000,1.000000000000,False
1017,"MAPPING_START_EVENT_INIT(*event, NULL, NULL,",16,0,0,25,1.000000000000,1.000000000000,False
1020,SKIP_TOKEN(parser);,16,0,0,25,1.000000000000,1.000000000000,False
1021,return 1;,16,0,0,25,1.000000000000,1.000000000000,False
1024,else if (token->type != YAML_FLOW_SEQUENCE_END_TOKEN) {,16,4,0,21,0.800000000000,0.894427191000,False
1025,"if (!PUSH(parser, parser->states,",16,4,0,21,0.800000000000,0.894427191000,False
1027,return 0;,0,0,16,25,0.000000000000,0.000000000000,False
1028,"return yaml_parser_parse_node(parser, event, 0, 0);",16,4,0,21,0.800000000000,0.894427191000,False
1032,"parser->state = POP(parser, parser->states);",16,4,0,21,0.800000000000,0.894427191000,False
1033,"(void)POP(parser, parser->marks);",16,4,0,21,0.800000000000,0.894427191000,False
1034,"SEQUENCE_END_EVENT_INIT(*event, token->start_mark, token->end_mark);",16,4,0,21,0.800000000000,0.894427191000,False
1035,SKIP_TOKEN(parser);,16,4,0,21,0.800000000000,0.894427191000,False
1036,return 1;,16,4,0,21,0.800000000000,0.894427191000,False
1046,"yaml_parser_parse_flow_sequence_entry_mapping_key(yaml_parser_t *parser,",16,0,0,25,1.000000000000,1.000000000000,False
1051,token = PEEK_TOKEN(parser);,16,0,0,25,1.000000000000,1.000000000000,False
1052,if (!token) return 0;,16,0,0,25,1.000000000000,1.000000000000,False
1054,if (token->type != YAML_VALUE_TOKEN && token->type != YAML_FLOW_ENTRY_TOKEN,16,0,0,25,1.000000000000,1.000000000000,False
1055,&& token->type != YAML_FLOW_SEQUENCE_END_TOKEN) {,16,0,0,25,1.000000000000,1.000000000000,False
1056,"if (!PUSH(parser, parser->states,",0,0,16,25,0.000000000000,0.000000000000,False
1058,return 0;,0,0,16,25,0.000000000000,0.000000000000,False
1059,"return yaml_parser_parse_node(parser, event, 0, 0);",0,0,16,25,0.000000000000,0.000000000000,False
1061,else if (token->type == YAML_FLOW_SEQUENCE_END_TOKEN) {,16,0,0,25,1.000000000000,1.000000000000,False
1062,"parser->state = POP(parser, parser->states);",16,0,0,25,1.000000000000,1.000000000000,True
1063,"(void)POP(parser, parser->marks);",16,0,0,25,1.000000000000,1.000000000000,False
1064,"SEQUENCE_END_EVENT_INIT(*event, token->start_mark, token->end_mark);",16,0,0,25,1.000000000000,1.000000000000,False
1065,SKIP_TOKEN(parser);,16,0,0,25,1.000000000000,1.000000000000,False
1066,return 1;,16,0,0,25,1.000000000000,1.000000000000,False
1069,yaml_mark_t mark = token->end_mark;,0,0,16,25,0.000000000000,0.000000000000,False
1070,SKIP_TOKEN(parser);,0,0,16,25,0.000000000000,0.000000000000,False
1071,parser->state = YAML_PARSE_FLOW_SEQUENCE_ENTRY_MAPPING_VALUE_STATE;,0,0,16,25,0.000000000000,0.000000000000,False
1072,"return yaml_parser_process_empty_scalar(parser, event, mark);",0,0,16,25,0.000000000000,0.000000000000,False
1083,"yaml_parser_parse_flow_sequence_entry_mapping_value(yaml_parser_t *parser,",0,0,16,25,0.000000000000,0.000000000000,False
1088,token = PEEK_TOKEN(parser);,0,0,16,25,0.000000000000,0.000000000000,False
1089,if (!token) return 0;,0,0,16,25,0.000000000000,0.000000000000,False
1091,if (token->type == YAML_VALUE_TOKEN) {,0,0,16,25,0.000000000000,0.000000000000,False
1092,SKIP_TOKEN(parser);,0,0,16,25,0.000000000000,0.000000000000,False
1093,token = PEEK_TOKEN(parser);,0,0,16,25,0.000000000000,0.000000000000,False
1094,if (!token) return 0;,0,0,16,25,0.000000000000,0.000000000000,False
1095,if (token->type != YAML_FLOW_ENTRY_TOKEN,0,0,16,25,0.000000000000,0.000000000000,False
1096,&& token->type != YAML_FLOW_SEQUENCE_END_TOKEN) {,0,0,16,25,0.000000000000,0.000000000000,False
1097,"if (!PUSH(parser, parser->states,",0,0,16,25,0.000000000000,0.000000000000,False
1099,return 0;,0,0,16,25,0.000000000000,0.000000000000,False
1100,"return yaml_parser_parse_node(parser, event, 0, 0);",0,0,16,25,0.000000000000,0.000000000000,False
1103,parser->state = YAML_PARSE_FLOW_SEQUENCE_ENTRY_MAPPING_END_STATE;,0,0,16,25,0.000000000000,0.000000000000,False
1104,"return yaml_parser_process_empty_scalar(parser, event, token->start_mark);",0,0,16,25,0.000000000000,0.000000000000,False
1114,"yaml_parser_parse_flow_sequence_entry_mapping_end(yaml_parser_t *parser,",0,0,16,25,0.000000000000,0.000000000000,False
1119,token = PEEK_TOKEN(parser);,0,0,16,25,0.000000000000,0.000000000000,False
1120,if (!token) return 0;,0,0,16,25,0.000000000000,0.000000000000,False
1122,parser->state = YAML_PARSE_FLOW_SEQUENCE_ENTRY_STATE;,0,0,16,25,0.000000000000,0.000000000000,False
1124,"MAPPING_END_EVENT_INIT(*event, token->start_mark, token->start_mark);",0,0,16,25,0.000000000000,0.000000000000,False
1125,return 1;,0,0,16,25,0.000000000000,0.000000000000,False
1143,"yaml_parser_parse_flow_mapping_key(yaml_parser_t *parser,",16,4,0,21,0.800000000000,0.894427191000,False
1148,if (first) {,16,4,0,21,0.800000000000,0.894427191000,False
1149,token = PEEK_TOKEN(parser);,16,4,0,21,0.800000000000,0.894427191000,False
1150,"if (!PUSH(parser, parser->marks, token->start_mark))",16,4,0,21,0.800000000000,0.894427191000,False
1151,return 0;,0,0,16,25,0.000000000000,0.000000000000,False
1152,SKIP_TOKEN(parser);,16,4,0,21,0.800000000000,0.894427191000,False
1155,token = PEEK_TOKEN(parser);,16,4,0,21,0.800000000000,0.894427191000,False
1156,if (!token) return 0;,16,4,0,21,0.800000000000,0.894427191000,False
1158,if (token->type != YAML_FLOW_MAPPING_END_TOKEN),16,4,0,21,0.800000000000,0.894427191000,False
1160,if (!first) {,16,4,0,21,0.800000000000,0.894427191000,False
1161,if (token->type == YAML_FLOW_ENTRY_TOKEN) {,15,3,1,22,0.789473684211,0.883883476483,False
1162,SKIP_TOKEN(parser);,15,3,1,22,0.789473684211,0.883883476483,False
1163,token = PEEK_TOKEN(parser);,15,3,1,22,0.789473684211,0.883883476483,False
1164,if (!token) return 0;,15,3,1,22,0.789473684211,0.883883476483,False
1167,"return yaml_parser_set_parser_error_context(parser,",0,0,16,25,0.000000000000,0.000000000000,False
1168,"""while parsing a flow mapping"", POP(parser, parser->marks),",0,0,16,25,0.000000000000,0.000000000000,False
1173,if (token->type == YAML_KEY_TOKEN) {,16,4,0,21,0.800000000000,0.894427191000,False
1174,SKIP_TOKEN(parser);,16,4,0,21,0.800000000000,0.894427191000,False
1175,token = PEEK_TOKEN(parser);,16,4,0,21,0.800000000000,0.894427191000,False
1176,if (!token) return 0;,16,4,0,21,0.800000000000,0.894427191000,False
1177,if (token->type != YAML_VALUE_TOKEN,16,4,0,21,0.800000000000,0.894427191000,False
1178,&& token->type != YAML_FLOW_ENTRY_TOKEN,16,4,0,21,0.800000000000,0.894427191000,False
1179,&& token->type != YAML_FLOW_MAPPING_END_TOKEN) {,16,4,0,21,0.800000000000,0.894427191000,False
1180,"if (!PUSH(parser, parser->states,",16,4,0,21,0.800000000000,0.894427191000,False
1182,return 0;,0,0,16,25,0.000000000000,0.000000000000,False
1183,"return yaml_parser_parse_node(parser, event, 0, 0);",16,4,0,21,0.800000000000,0.894427191000,False
1186,parser->state = YAML_PARSE_FLOW_MAPPING_VALUE_STATE;,0,0,16,25,0.000000000000,0.000000000000,False
1187,"return yaml_parser_process_empty_scalar(parser, event,",0,0,16,25,0.000000000000,0.000000000000,False
1191,else if (token->type != YAML_FLOW_MAPPING_END_TOKEN) {,9,2,7,23,0.500000000000,0.678400525300,False
1192,"if (!PUSH(parser, parser->states,",5,0,11,25,0.312500000000,0.559016994375,False
1194,return 0;,0,0,16,25,0.000000000000,0.000000000000,False
1195,"return yaml_parser_parse_node(parser, event, 0, 0);",5,0,11,25,0.312500000000,0.559016994375,False
1199,"parser->state = POP(parser, parser->states);",16,4,0,21,0.800000000000,0.894427191000,False
1200,"(void)POP(parser, parser->marks);",16,4,0,21,0.800000000000,0.894427191000,False
1201,"MAPPING_END_EVENT_INIT(*event, token->start_mark, token->end_mark);",16,4,0,21,0.800000000000,0.894427191000,False
1202,SKIP_TOKEN(parser);,16,4,0,21,0.800000000000,0.894427191000,False
1203,return 1;,16,4,0,21,0.800000000000,0.894427191000,False
1213,"yaml_parser_parse_flow_mapping_value(yaml_parser_t *parser,",16,4,0,21,0.800000000000,0.894427191000,False
1218,token = PEEK_TOKEN(parser);,16,4,0,21,0.800000000000,0.894427191000,False
1219,if (!token) return 0;,16,4,0,21,0.800000000000,0.894427191000,False
1221,if (empty) {,16,4,0,21,0.800000000000,0.894427191000,False
1222,parser->state = YAML_PARSE_FLOW_MAPPING_KEY_STATE;,5,0,11,25,0.312500000000,0.559016994375,False
1223,"return yaml_parser_process_empty_scalar(parser, event,",5,0,11,25,0.312500000000,0.559016994375,False
1227,if (token->type == YAML_VALUE_TOKEN) {,16,4,0,21,0.800000000000,0.894427191000,False
1228,SKIP_TOKEN(parser);,16,4,0,21,0.800000000000,0.894427191000,False
1229,token = PEEK_TOKEN(parser);,16,4,0,21,0.800000000000,0.894427191000,False
1230,if (!token) return 0;,16,4,0,21,0.800000000000,0.894427191000,False
1231,if (token->type != YAML_FLOW_ENTRY_TOKEN,16,4,0,21,0.800000000000,0.894427191000,False
1232,&& token->type != YAML_FLOW_MAPPING_END_TOKEN) {,16,4,0,21,0.800000000000,0.894427191000,False
1233,"if (!PUSH(parser, parser->states,",16,4,0,21,0.800000000000,0.894427191000,False
1235,return 0;,0,0,16,25,0.000000000000,0.000000000000,False
1236,"return yaml_parser_parse_node(parser, event, 0, 0);",16,4,0,21,0.800000000000,0.894427191000,False
1240,parser->state = YAML_PARSE_FLOW_MAPPING_KEY_STATE;,0,0,16,25,0.000000000000,0.000000000000,False
1241,"return yaml_parser_process_empty_scalar(parser, event, token->start_mark);",0,0,16,25,0.000000000000,0.000000000000,False
1249,"yaml_parser_process_empty_scalar(yaml_parser_t *parser, yaml_event_t *event,",5,3,11,22,0.263157894737,0.441941738242,False
1254,value = YAML_MALLOC(1);,5,3,11,22,0.263157894737,0.441941738242,False
1255,if (!value) {,5,3,11,22,0.263157894737,0.441941738242,False
1256,parser->error = YAML_MEMORY_ERROR;,0,0,16,25,0.000000000000,0.000000000000,False
1257,return 0;,0,0,16,25,0.000000000000,0.000000000000,False
1259,value[0] = '\0';,5,3,11,22,0.263157894737,0.441941738242,False
1261,"SCALAR_EVENT_INIT(*event, NULL, NULL, value, 0,",5,3,11,22,0.263157894737,0.441941738242,False
1264,return 1;,5,3,11,22,0.263157894737,0.441941738242,False
1272,"yaml_parser_process_directives(yaml_parser_t *parser,",16,23,0,2,0.410256410256,0.640512615220,False
1277,yaml_tag_directive_t default_tag_directives[] = {,16,23,0,2,0.410256410256,0.640512615220,False
1283,yaml_version_directive_t *version_directive = NULL;,16,23,0,2,0.410256410256,0.640512615220,False
1288,"} tag_directives = { NULL, NULL, NULL };",16,23,0,2,0.410256410256,0.640512615220,False
1291,"if (!STACK_INIT(parser, tag_directives, yaml_tag_directive_t*))",16,23,0,2,0.410256410256,0.640512615220,False
1292,goto error;,0,0,16,25,0.000000000000,0.000000000000,False
1294,token = PEEK_TOKEN(parser);,16,23,0,2,0.410256410256,0.640512615220,False
1295,if (!token) goto error;,16,23,0,2,0.410256410256,0.640512615220,False
1297,while (token->type == YAML_VERSION_DIRECTIVE_TOKEN ||,16,23,0,2,0.410256410256,0.640512615220,False
1298,token->type == YAML_TAG_DIRECTIVE_TOKEN),16,23,0,2,0.410256410256,0.640512615220,False
1300,if (token->type == YAML_VERSION_DIRECTIVE_TOKEN) {,0,0,16,25,0.000000000000,0.000000000000,False
1301,if (version_directive) {,0,0,16,25,0.000000000000,0.000000000000,False
1302,"yaml_parser_set_parser_error(parser,",0,0,16,25,0.000000000000,0.000000000000,False
1304,goto error;,0,0,16,25,0.000000000000,0.000000000000,False
1306,if (token->data.version_directive.major != 1,0,0,16,25,0.000000000000,0.000000000000,False
1307,|| (,0,0,16,25,0.000000000000,0.000000000000,False
1308,token->data.version_directive.minor != 1,0,0,16,25,0.000000000000,0.000000000000,False
1309,&& token->data.version_directive.minor != 2,0,0,16,25,0.000000000000,0.000000000000,False
1311,"yaml_parser_set_parser_error(parser,",0,0,16,25,0.000000000000,0.000000000000,False
1313,goto error;,0,0,16,25,0.000000000000,0.000000000000,False
1315,version_directive = YAML_MALLOC_STATIC(yaml_version_directive_t);,0,0,16,25,0.000000000000,0.000000000000,False
1316,if (!version_directive) {,0,0,16,25,0.000000000000,0.000000000000,False
1317,parser->error = YAML_MEMORY_ERROR;,0,0,16,25,0.000000000000,0.000000000000,False
1318,goto error;,0,0,16,25,0.000000000000,0.000000000000,False
1320,version_directive->major = token->data.version_directive.major;,0,0,16,25,0.000000000000,0.000000000000,False
1321,version_directive->minor = token->data.version_directive.minor;,0,0,16,25,0.000000000000,0.000000000000,False
1324,else if (token->type == YAML_TAG_DIRECTIVE_TOKEN) {,0,0,16,25,0.000000000000,0.000000000000,False
1326,value.handle = token->data.tag_directive.handle;,0,0,16,25,0.000000000000,0.000000000000,False
1327,value.prefix = token->data.tag_directive.prefix;,0,0,16,25,0.000000000000,0.000000000000,False
1329,"if (!yaml_parser_append_tag_directive(parser, value, 0,",0,0,16,25,0.000000000000,0.000000000000,False
1331,goto error;,0,0,16,25,0.000000000000,0.000000000000,False
1332,"if (!PUSH(parser, tag_directives, value))",0,0,16,25,0.000000000000,0.000000000000,False
1333,goto error;,0,0,16,25,0.000000000000,0.000000000000,False
1336,SKIP_TOKEN(parser);,0,0,16,25,0.000000000000,0.000000000000,False
1337,token = PEEK_TOKEN(parser);,0,0,16,25,0.000000000000,0.000000000000,False
1338,if (!token) goto error;,0,0,16,25,0.000000000000,0.000000000000,False
1341,for (default_tag_directive = default_tag_directives;,16,23,0,2,0.410256410256,0.640512615220,False
1342,default_tag_directive->handle; default_tag_directive++) {,16,23,0,2,0.410256410256,0.640512615220,False
1343,"if (!yaml_parser_append_tag_directive(parser, *default_tag_directive, 1,",16,23,0,2,0.410256410256,0.640512615220,False
1345,goto error;,0,0,16,25,0.000000000000,0.000000000000,False
1348,if (version_directive_ref) {,16,23,0,2,0.410256410256,0.640512615220,False
1349,*version_directive_ref = version_directive;,3,2,13,23,0.166666666667,0.335410196625,False
1351,if (tag_directives_start_ref) {,16,23,0,2,0.410256410256,0.640512615220,False
1352,"if (STACK_EMPTY(parser, tag_directives)) {",3,2,13,23,0.166666666667,0.335410196625,False
1353,*tag_directives_start_ref = *tag_directives_end_ref = NULL;,3,2,13,23,0.166666666667,0.335410196625,False
1354,"STACK_DEL(parser, tag_directives);",3,2,13,23,0.166666666667,0.335410196625,False
1357,*tag_directives_start_ref = tag_directives.start;,0,0,16,25,0.000000000000,0.000000000000,False
1358,*tag_directives_end_ref = tag_directives.top;,0,0,16,25,0.000000000000,0.000000000000,False
1362,"STACK_DEL(parser, tag_directives);",13,21,3,4,0.351351351351,0.557370401713,False
1365,if (!version_directive_ref),16,23,0,2,0.410256410256,0.640512615220,False
1366,yaml_free(version_directive);,13,21,3,4,0.351351351351,0.557370401713,False
1367,return 1;,16,23,0,2,0.410256410256,0.640512615220,False
1369,error:,0,0,16,25,0.000000000000,0.000000000000,False
1370,yaml_free(version_directive);,0,0,16,25,0.000000000000,0.000000000000,False
1371,"while (!STACK_EMPTY(parser, tag_directives)) {",0,0,16,25,0.000000000000,0.000000000000,False
1372,"yaml_tag_directive_t tag_directive = POP(parser, tag_directives);",0,0,16,25,0.000000000000,0.000000000000,False
1373,yaml_free(tag_directive.handle);,0,0,16,25,0.000000000000,0.000000000000,False
1374,yaml_free(tag_directive.prefix);,0,0,16,25,0.000000000000,0.000000000000,False
1376,"STACK_DEL(parser, tag_directives);",0,0,16,25,0.000000000000,0.000000000000,False
1377,return 0;,0,0,16,25,0.000000000000,0.000000000000,False
1385,"yaml_parser_append_tag_directive(yaml_parser_t *parser,",16,23,0,2,0.410256410256,0.640512615220,False
1389,"yaml_tag_directive_t copy = { NULL, NULL };",16,23,0,2,0.410256410256,0.640512615220,False
1391,for (tag_directive = parser->tag_directives.start;,16,23,0,2,0.410256410256,0.640512615220,False
1392,tag_directive != parser->tag_directives.top; tag_directive ++) {,16,23,0,2,0.410256410256,0.640512615220,False
1393,"if (strcmp((char *)value.handle, (char *)tag_directive->handle) == 0) {",16,23,0,2,0.410256410256,0.640512615220,False
1394,if (allow_duplicates),0,0,16,25,0.000000000000,0.000000000000,False
1395,return 1;,0,0,16,25,0.000000000000,0.000000000000,False
1396,"return yaml_parser_set_parser_error(parser,",0,0,16,25,0.000000000000,0.000000000000,False
1401,copy.handle = yaml_strdup(value.handle);,16,23,0,2,0.410256410256,0.640512615220,False
1402,copy.prefix = yaml_strdup(value.prefix);,16,23,0,2,0.410256410256,0.640512615220,False
1403,if (!copy.handle || !copy.prefix) {,16,23,0,2,0.410256410256,0.640512615220,False
1404,parser->error = YAML_MEMORY_ERROR;,0,0,16,25,0.000000000000,0.000000000000,False
1405,goto error;,0,0,16,25,0.000000000000,0.000000000000,False
1408,"if (!PUSH(parser, parser->tag_directives, copy))",16,23,0,2,0.410256410256,0.640512615220,False
1409,goto error;,0,0,16,25,0.000000000000,0.000000000000,False
