subject,mode,repetition,metric,fault_line,competitor_line,source,movement,new_profile_helpful_PASS,new_profile_helpful_FAIL,new_profile_harmful_PASS,new_profile_harmful_FAIL,new_profile_net,test_helpful_PASS,test_helpful_FAIL,test_harmful_PASS,test_harmful_FAIL,test_net
expat_resume,afl,2,jaccard,2912,1985,if (parser->m_errorCode != XML_ERROR_NONE) {,equal,0,0,0,0,0,0,0,0,0,0
expat_resume,afl,2,jaccard,2912,1991,switch (parser->m_parsingStatus.parsing) {,equal,0,0,0,0,0,0,0,0,0,0
expat_resume,afl,2,jaccard,2912,2011,"XML_GetBuffer(XML_Parser parser, int len)",equal,0,0,0,0,0,0,0,0,0,0
expat_resume,afl,2,jaccard,2912,2013,if (parser == NULL),equal,0,0,0,0,0,0,0,0,0,0
expat_resume,afl,2,jaccard,2912,2015,if (len < 0) {,equal,0,0,0,0,0,0,0,0,0,0
expat_resume,afl,2,jaccard,2912,2019,switch (parser->m_parsingStatus.parsing) {,equal,0,0,0,0,0,0,0,0,0,0
expat_resume,afl,2,jaccard,2912,2026,default: ;,equal,0,0,0,0,0,0,0,0,0,0
expat_resume,afl,2,jaccard,2912,2029,if (len > parser->m_bufferLim - parser->m_bufferEnd) {,equal,0,0,0,0,0,0,0,0,0,0
expat_resume,afl,2,jaccard,2912,2034,int neededSize = (int) ((unsigned)len + (unsigned)(parser->m_bufferEnd - parser->m_bufferPtr));,equal,0,0,0,0,0,0,0,0,0,0
expat_resume,afl,2,jaccard,2912,2035,if (neededSize < 0) {,equal,0,0,0,0,0,0,0,0,0,0
expat_resume,afl,2,jaccard,2912,2040,keep = (int)(parser->m_bufferPtr - parser->m_buffer);,equal,0,0,0,0,0,0,0,0,0,0
expat_resume,afl,2,jaccard,2912,2041,if (keep > XML_CONTEXT_BYTES),equal,0,0,0,0,0,0,0,0,0,0
expat_resume,afl,2,jaccard,2912,2043,neededSize += keep;,equal,0,0,0,0,0,0,0,0,0,0
expat_resume,afl,2,jaccard,2912,2045,if (neededSize  <= parser->m_bufferLim - parser->m_buffer) {,equal,0,0,0,0,0,0,0,0,0,0
expat_resume,afl,2,jaccard,2912,2061,int bufferSize = (int)(parser->m_bufferLim - parser->m_bufferPtr);,equal,0,0,0,0,0,0,0,0,0,0
expat_resume,afl,2,jaccard,2912,2062,if (bufferSize == 0),equal,0,0,0,0,0,0,0,0,0,0
expat_resume,afl,2,jaccard,2912,2063,bufferSize = INIT_BUFFER_SIZE;,equal,0,0,0,0,0,0,0,0,0,0
expat_resume,afl,2,jaccard,2912,2066,bufferSize = (int) (2U * (unsigned) bufferSize);,equal,0,0,0,0,0,0,0,0,0,0
expat_resume,afl,2,jaccard,2912,2067,} while (bufferSize < neededSize && bufferSize > 0);,equal,0,0,0,0,0,0,0,0,0,0
expat_resume,afl,2,jaccard,2912,2068,if (bufferSize <= 0) {,equal,0,0,0,0,0,0,0,0,0,0
expat_resume,afl,2,jaccard,2912,2072,"newBuf = (char *)MALLOC(parser, bufferSize);",equal,0,0,0,0,0,0,0,0,0,0
expat_resume,afl,2,jaccard,2912,2073,if (newBuf == 0) {,equal,0,0,0,0,0,0,0,0,0,0
expat_resume,afl,2,jaccard,2912,2077,parser->m_bufferLim = newBuf + bufferSize;,equal,0,0,0,0,0,0,0,0,0,0
expat_resume,afl,2,jaccard,2912,2079,if (parser->m_bufferPtr) {,equal,0,0,0,0,0,0,0,0,0,0
expat_resume,afl,2,jaccard,2912,2090,parser->m_bufferEnd = newBuf + (parser->m_bufferEnd - parser->m_bufferPtr);,equal,0,0,0,0,0,0,0,0,0,0
expat_resume,afl,2,jaccard,2912,2091,parser->m_bufferPtr = parser->m_buffer = newBuf;,equal,0,0,0,0,0,0,0,0,0,0
expat_resume,afl,2,jaccard,2912,2102,parser->m_eventPtr = parser->m_eventEndPtr = NULL;,equal,0,0,0,0,0,0,0,0,0,0
expat_resume,afl,2,jaccard,2912,2103,parser->m_positionPtr = NULL;,equal,0,0,0,0,0,0,0,0,0,0
expat_resume,afl,2,jaccard,2912,2105,return parser->m_bufferEnd;,equal,0,0,0,0,0,0,0,0,0,0
expat_resume,afl,2,jaccard,2912,2481,storeRawNames(XML_Parser parser),equal,0,0,0,0,0,0,0,0,0,0
expat_resume,afl,2,jaccard,2912,2483,TAG *tag = parser->m_tagStack;,equal,0,0,0,0,0,0,0,0,0,0
expat_resume,afl,2,jaccard,2912,2484,while (tag) {,equal,0,0,0,0,0,0,0,0,0,0
expat_resume,afl,2,jaccard,2912,2522,return XML_TRUE;,equal,0,0,0,0,0,0,0,0,0,0
expat_resume,afl,2,jaccard,2912,2526,"contentProcessor(XML_Parser parser,",equal,0,0,0,0,0,0,0,0,0,0
expat_resume,afl,2,jaccard,2912,2531,"enum XML_Error result = doContent(parser, 0, parser->m_encoding, start, end,",equal,0,0,0,0,0,0,0,0,0,0
expat_resume,afl,2,jaccard,2912,2532,"endPtr, (XML_Bool)!parser->m_parsingStatus.finalBuffer);",equal,0,0,0,0,0,0,0,0,0,0
expat_resume,afl,2,jaccard,2912,2533,if (result == XML_ERROR_NONE) {,equal,0,0,0,0,0,0,0,0,0,0
expat_resume,afl,2,jaccard,2912,2534,if (!storeRawNames(parser)),equal,0,0,0,0,0,0,0,0,0,0
expat_resume,afl,2,jaccard,2912,2537,return result;,equal,0,0,0,0,0,0,0,0,0,0
expat_resume,afl,2,jaccard,2912,2657,"doContent(XML_Parser parser,",equal,0,0,0,0,0,0,0,0,0,0
expat_resume,afl,2,jaccard,2912,2666,DTD * const dtd = parser->m_dtd;,equal,0,0,0,0,0,0,0,0,0,0
expat_resume,afl,2,jaccard,2912,2670,if (enc == parser->m_encoding) {,equal,0,0,0,0,0,0,0,0,0,0
expat_resume,afl,2,jaccard,2912,2671,eventPP = &parser->m_eventPtr;,equal,0,0,0,0,0,0,0,0,0,0
expat_resume,afl,2,jaccard,2912,2672,eventEndPP = &parser->m_eventEndPtr;,equal,0,0,0,0,0,0,0,0,0,0
expat_resume,afl,2,jaccard,2912,2678,*eventPP = s;,equal,0,0,0,0,0,0,0,0,0,0
expat_resume,afl,2,jaccard,2912,2681,const char *next = s; /* XmlContentTok doesn't always set the last arg */,equal,0,0,0,0,0,0,0,0,0,0
expat_resume,afl,2,jaccard,2912,2682,"int tok = XmlContentTok(enc, s, end, &next);",equal,0,0,0,0,0,0,0,0,0,0
expat_resume,afl,2,jaccard,2912,2683,*eventEndPP = next;,equal,0,0,0,0,0,0,0,0,0,0
expat_resume,afl,2,jaccard,2912,2684,switch (tok) {,equal,0,0,0,0,0,0,0,0,0,0
expat_resume,afl,2,jaccard,2912,2688,return XML_ERROR_NONE;,equal,0,0,0,0,0,0,0,0,0,0
expat_resume,afl,2,jaccard,2912,2876,case XML_TOK_EMPTY_ELEMENT_NO_ATTS:,equal,0,0,0,0,0,0,0,0,0,0
expat_resume,afl,2,jaccard,2912,2880,const char *rawName = s + enc->minBytesPerChar;,equal,0,0,0,0,0,0,0,0,0,0
expat_resume,afl,2,jaccard,2912,2882,BINDING *bindings = NULL;,equal,0,0,0,0,0,0,0,0,0,0
expat_resume,afl,2,jaccard,2912,2883,XML_Bool noElmHandlers = XML_TRUE;,equal,0,0,0,0,0,0,0,0,0,0
expat_resume,afl,2,jaccard,2912,2885,"name.str = poolStoreString(&parser->m_tempPool, enc, rawName,",equal,0,0,0,0,0,0,0,0,0,0
expat_resume,afl,2,jaccard,2912,2886,"rawName + XmlNameLength(enc, rawName));",equal,0,0,0,0,0,0,0,0,0,0
expat_resume,afl,2,jaccard,2912,2887,if (!name.str),equal,0,0,0,0,0,0,0,0,0,0
expat_resume,afl,2,jaccard,2912,2889,poolFinish(&parser->m_tempPool);,equal,0,0,0,0,0,0,0,0,0,0
expat_resume,afl,2,jaccard,2912,2890,"result = storeAtts(parser, enc, s, &name, &bindings);",equal,0,0,0,0,0,0,0,0,0,0
expat_resume,afl,2,jaccard,2912,2891,if (result != XML_ERROR_NONE) {,equal,0,0,0,0,0,0,0,0,0,0
expat_resume,afl,2,jaccard,2912,2895,poolFinish(&parser->m_tempPool);,equal,0,0,0,0,0,0,0,0,0,0
expat_resume,afl,2,jaccard,2912,2896,if (parser->m_startElementHandler) {,equal,0,0,0,0,0,0,0,0,0,0
expat_resume,afl,2,jaccard,2912,2900,if (parser->m_endElementHandler) {,equal,0,0,0,0,0,0,0,0,0,0
expat_resume,afl,2,jaccard,2912,2901,if (parser->m_startElementHandler),equal,0,0,0,0,0,0,0,0,0,0
expat_resume,afl,2,jaccard,2912,2903,"parser->m_endElementHandler(parser->m_handlerArg, name.str);",equal,0,0,0,0,0,0,0,0,0,0
expat_resume,afl,2,jaccard,2912,2904,noElmHandlers = XML_FALSE;,equal,0,0,0,0,0,0,0,0,0,0
expat_resume,afl,2,jaccard,2912,2906,if (noElmHandlers && parser->m_defaultHandler),equal,0,0,0,0,0,0,0,0,0,0
expat_resume,afl,2,jaccard,2912,2908,poolClear(&parser->m_tempPool);,equal,0,0,0,0,0,0,0,0,0,0
expat_resume,afl,2,jaccard,2912,2909,"freeBindings(parser, bindings);",equal,0,0,0,0,0,0,0,0,0,0
expat_resume,afl,2,jaccard,2912,2911,if ((parser->m_tagLevel == 0) &&,equal,0,0,0,0,0,0,0,0,0,0
expat_resume,afl,2,jaccard,2912,3122,"freeBindings(XML_Parser parser, BINDING *bindings)",equal,0,0,0,0,0,0,0,0,0,0
expat_resume,afl,2,jaccard,2912,3124,while (bindings) {,equal,0,0,0,0,0,0,0,0,0,0
expat_resume,afl,2,jaccard,2912,3138,},equal,0,0,0,0,0,0,0,0,0,0
expat_resume,afl,2,jaccard,2912,3151,"storeAtts(XML_Parser parser, const ENCODING *enc,",equal,0,0,0,0,0,0,0,0,0,0
expat_resume,afl,2,jaccard,2912,3155,DTD * const dtd = parser->m_dtd;  /* save one level of indirection */,equal,0,0,0,0,0,0,0,0,0,0
expat_resume,afl,2,jaccard,2912,3159,int attIndex = 0;,equal,0,0,0,0,0,0,0,0,0,0
expat_resume,afl,2,jaccard,2912,3164,int nPrefixes = 0;,equal,0,0,0,0,0,0,0,0,0,0
expat_resume,afl,2,jaccard,2912,3169,"elementType = (ELEMENT_TYPE *)lookup(parser, &dtd->elementTypes, tagNamePtr->str,0);",equal,0,0,0,0,0,0,0,0,0,0
expat_resume,afl,2,jaccard,2912,3170,if (!elementType) {,equal,0,0,0,0,0,0,0,0,0,0
expat_resume,afl,2,jaccard,2912,3171,"const XML_Char *name = poolCopyString(&dtd->pool, tagNamePtr->str);",equal,0,0,0,0,0,0,0,0,0,0
expat_resume,afl,2,jaccard,2912,3172,if (!name),equal,0,0,0,0,0,0,0,0,0,0
expat_resume,afl,2,jaccard,2912,3174,"elementType = (ELEMENT_TYPE *)lookup(parser, &dtd->elementTypes, name,",equal,0,0,0,0,0,0,0,0,0,0
expat_resume,afl,2,jaccard,2912,3176,if (!elementType),equal,0,0,0,0,0,0,0,0,0,0
expat_resume,afl,2,jaccard,2912,3178,"if (parser->m_ns && !setElementTypePrefix(parser, elementType))",equal,0,0,0,0,0,0,0,0,0,0
expat_resume,afl,2,jaccard,2912,3181,nDefaultAtts = elementType->nDefaultAtts;,equal,0,0,0,0,0,0,0,0,0,0
expat_resume,afl,2,jaccard,2912,3184,"n = XmlGetAttributes(enc, attStr, parser->m_attsSize, parser->m_atts);",equal,0,0,0,0,0,0,0,0,0,0
expat_resume,afl,2,jaccard,2912,3185,if (n + nDefaultAtts > parser->m_attsSize) {,equal,0,0,0,0,0,0,0,0,0,0
expat_resume,afl,2,jaccard,2912,3210,appAtts = (const XML_Char **)parser->m_atts;,equal,0,0,0,0,0,0,0,0,0,0
expat_resume,afl,2,jaccard,2912,3211,for (i = 0; i < n; i++) {,equal,0,0,0,0,0,0,0,0,0,0
expat_resume,afl,2,jaccard,2912,3212,ATTRIBUTE *currAtt = &parser->m_atts[i];,above,0,0,3,0,-3,0,0,3,0,-3
expat_resume,afl,2,jaccard,2912,3217,"ATTRIBUTE_ID *attId = getAttributeId(parser, enc, currAtt->name,",above,0,0,3,0,-3,0,0,3,0,-3
expat_resume,afl,2,jaccard,2912,3218,currAtt->name,above,0,0,3,0,-3,0,0,3,0,-3
expat_resume,afl,2,jaccard,2912,3219,"+ XmlNameLength(enc, currAtt->name));",above,0,0,3,0,-3,0,0,3,0,-3
expat_resume,afl,2,jaccard,2912,3220,if (!attId),above,0,0,3,0,-3,0,0,3,0,-3
expat_resume,afl,2,jaccard,2912,3234,if ((attId->name)[-1]) {,above,0,0,3,0,-3,0,0,3,0,-3
expat_resume,afl,2,jaccard,2912,3239,(attId->name)[-1] = 1;,above,0,0,3,0,-3,0,0,3,0,-3
expat_resume,afl,2,jaccard,2912,3240,appAtts[attIndex++] = attId->name;,above,0,0,3,0,-3,0,0,3,0,-3
expat_resume,afl,2,jaccard,2912,3241,if (!parser->m_atts[i].normalized) {,above,0,0,3,0,-3,0,0,3,0,-3
expat_resume,afl,2,jaccard,2912,3267,"appAtts[attIndex] = poolStoreString(&parser->m_tempPool, enc, parser->m_atts[i].valuePtr,",above,0,0,3,0,-3,0,0,3,0,-3
expat_resume,afl,2,jaccard,2912,3268,parser->m_atts[i].valueEnd);,above,0,0,3,0,-3,0,0,3,0,-3
expat_resume,afl,2,jaccard,2912,3269,if (appAtts[attIndex] == 0),above,0,0,3,0,-3,0,0,3,0,-3
expat_resume,afl,2,jaccard,2912,3271,poolFinish(&parser->m_tempPool);,above,0,0,3,0,-3,0,0,3,0,-3
expat_resume,afl,2,jaccard,2912,3274,if (attId->prefix) {,above,0,0,3,0,-3,0,0,3,0,-3
expat_resume,afl,2,jaccard,2912,3291,attIndex++;,above,0,0,3,0,-3,0,0,3,0,-3
expat_resume,afl,2,jaccard,2912,3295,parser->m_nSpecifiedAtts = attIndex;,equal,0,0,0,0,0,0,0,0,0,0
expat_resume,afl,2,jaccard,2912,3296,if (elementType->idAtt && (elementType->idAtt->name)[-1]) {,equal,0,0,0,0,0,0,0,0,0,0
expat_resume,afl,2,jaccard,2912,3304,parser->m_idAttIndex = -1;,equal,0,0,0,0,0,0,0,0,0,0
expat_resume,afl,2,jaccard,2912,3307,for (i = 0; i < nDefaultAtts; i++) {,equal,0,0,0,0,0,0,0,0,0,0
expat_resume,afl,2,jaccard,2912,3331,appAtts[attIndex] = 0;,equal,0,0,0,0,0,0,0,0,0,0
expat_resume,afl,2,jaccard,2912,3335,i = 0;,equal,0,0,0,0,0,0,0,0,0,0
expat_resume,afl,2,jaccard,2912,3336,if (nPrefixes) {,equal,0,0,0,0,0,0,0,0,0,0
expat_resume,afl,2,jaccard,2912,3473,for (; i < attIndex; i += 2),equal,0,0,0,0,0,0,0,0,0,0
expat_resume,afl,2,jaccard,2912,3474,((XML_Char *)(appAtts[i]))[-1] = 0;,above,0,0,3,0,-3,0,0,3,0,-3
expat_resume,afl,2,jaccard,2912,3475,for (binding = *bindingsPtr; binding; binding = binding->nextTagBinding),equal,0,0,0,0,0,0,0,0,0,0
expat_resume,afl,2,jaccard,2912,3478,if (!parser->m_ns),equal,0,0,0,0,0,0,0,0,0,0
expat_resume,afl,2,jaccard,2912,3479,return XML_ERROR_NONE;,equal,0,0,0,0,0,0,0,0,0,0
expat_resume,afl,2,jaccard,2912,3906,initializeEncoding(XML_Parser parser),equal,0,0,0,0,0,0,0,0,0,0
expat_resume,afl,2,jaccard,2912,3928,s = parser->m_protocolEncodingName;,equal,0,0,0,0,0,0,0,0,0,0
expat_resume,afl,2,jaccard,2912,3930,"if ((parser->m_ns ? XmlInitEncodingNS : XmlInitEncoding)(&parser->m_initEncoding, &parser->m_encoding, s))",equal,0,0,0,0,0,0,0,0,0,0
expat_resume,afl,2,jaccard,2912,3931,return XML_ERROR_NONE;,equal,0,0,0,0,0,0,0,0,0,0
expat_resume,afl,2,jaccard,2912,4071,"prologInitProcessor(XML_Parser parser,",equal,0,0,0,0,0,0,0,0,0,0
expat_resume,afl,2,jaccard,2912,4076,enum XML_Error result = initializeEncoding(parser);,equal,0,0,0,0,0,0,0,0,0,0
expat_resume,afl,2,jaccard,2912,4077,if (result != XML_ERROR_NONE),equal,0,0,0,0,0,0,0,0,0,0
expat_resume,afl,2,jaccard,2912,4079,parser->m_processor = prologProcessor;,equal,0,0,0,0,0,0,0,0,0,0
expat_resume,afl,2,jaccard,2912,4080,"return prologProcessor(parser, s, end, nextPtr);",equal,0,0,0,0,0,0,0,0,0,0
expat_resume,afl,2,jaccard,2912,4263,"prologProcessor(XML_Parser parser,",equal,0,0,0,0,0,0,0,0,0,0
expat_resume,afl,2,jaccard,2912,4268,const char *next = s;,equal,0,0,0,0,0,0,0,0,0,0
expat_resume,afl,2,jaccard,2912,4269,"int tok = XmlPrologTok(parser->m_encoding, s, end, &next);",equal,0,0,0,0,0,0,0,0,0,0
expat_resume,afl,2,jaccard,2912,4270,"return doProlog(parser, parser->m_encoding, s, end, tok, next,",equal,0,0,0,0,0,0,0,0,0,0
expat_resume,afl,2,jaccard,2912,4271,"nextPtr, (XML_Bool)!parser->m_parsingStatus.finalBuffer);",equal,0,0,0,0,0,0,0,0,0,0
expat_resume,afl,2,jaccard,2912,4275,"doProlog(XML_Parser parser,",equal,0,0,0,0,0,0,0,0,0,0
expat_resume,afl,2,jaccard,2912,4308,DTD * const dtd = parser->m_dtd;,equal,0,0,0,0,0,0,0,0,0,0
expat_resume,afl,2,jaccard,2912,4314,if (enc == parser->m_encoding) {,equal,0,0,0,0,0,0,0,0,0,0
expat_resume,afl,2,jaccard,2912,4315,eventPP = &parser->m_eventPtr;,equal,0,0,0,0,0,0,0,0,0,0
expat_resume,afl,2,jaccard,2912,4316,eventEndPP = &parser->m_eventEndPtr;,equal,0,0,0,0,0,0,0,0,0,0
expat_resume,afl,2,jaccard,2912,4323,for (;;) {,above,0,0,4,0,-4,0,0,5,0,-5
expat_resume,afl,2,jaccard,2912,4325,XML_Bool handleDefault = XML_TRUE;,equal,0,0,0,0,0,0,0,0,0,0
expat_resume,afl,2,jaccard,2912,4326,*eventPP = s;,equal,0,0,0,0,0,0,0,0,0,0
expat_resume,afl,2,jaccard,2912,4327,*eventEndPP = next;,equal,0,0,0,0,0,0,0,0,0,0
expat_resume,afl,2,jaccard,2912,4328,if (tok <= 0) {,equal,0,0,0,0,0,0,0,0,0,0
expat_resume,afl,2,jaccard,2912,4370,"role = XmlTokenRole(&parser->m_prologState, tok, s, next, enc);",equal,0,0,0,0,0,0,0,0,0,0
expat_resume,afl,2,jaccard,2912,4371,switch (role) {,equal,0,0,0,0,0,0,0,0,0,0
expat_resume,afl,2,jaccard,2912,4518,case XML_ROLE_INSTANCE_START:,equal,0,0,0,0,0,0,0,0,0,0
expat_resume,afl,2,jaccard,2912,4523,if (parser->m_useForeignDTD) {,equal,0,0,0,0,0,0,0,0,0,0
expat_resume,afl,2,jaccard,2912,4555,parser->m_processor = contentProcessor;,equal,0,0,0,0,0,0,0,0,0,0
expat_resume,afl,2,jaccard,2912,4556,"return contentProcessor(parser, s, end, nextPtr);",equal,0,0,0,0,0,0,0,0,0,0
expat_resume,afl,2,jaccard,2912,5244,case XML_ROLE_COMMENT:,above,0,0,4,0,-4,0,0,5,0,-5
expat_resume,afl,2,jaccard,2912,5245,"if (!reportComment(parser, enc, s, next))",above,0,0,4,0,-4,0,0,5,0,-5
expat_resume,afl,2,jaccard,2912,5247,handleDefault = XML_FALSE;,above,0,0,4,0,-4,0,0,5,0,-5
expat_resume,afl,2,jaccard,2912,5248,break;,above,0,0,4,0,-4,0,0,5,0,-5
expat_resume,afl,2,jaccard,2912,5278,if (handleDefault && parser->m_defaultHandler),above,0,0,4,0,-4,0,0,5,0,-5
expat_resume,afl,2,jaccard,2912,5281,switch (parser->m_parsingStatus.parsing) {,above,0,0,4,0,-4,0,0,5,0,-5
expat_resume,afl,2,jaccard,2912,5287,default:,above,0,0,4,0,-4,0,0,5,0,-5
expat_resume,afl,2,jaccard,2912,5288,s = next;,above,0,0,4,0,-4,0,0,5,0,-5
expat_resume,afl,2,jaccard,2912,5289,"tok = XmlPrologTok(enc, s, end, &next);",above,0,0,4,0,-4,0,0,5,0,-5
expat_resume,afl,2,jaccard,2912,5923,"reportComment(XML_Parser parser, const ENCODING *enc,",above,0,0,4,0,-4,0,0,5,0,-5
expat_resume,afl,2,jaccard,2912,5927,if (!parser->m_commentHandler) {,above,0,0,4,0,-4,0,0,5,0,-5
expat_resume,afl,2,jaccard,2912,5928,if (parser->m_defaultHandler),above,0,0,4,0,-4,0,0,5,0,-5
expat_resume,afl,2,jaccard,2912,5930,return 1;,above,0,0,4,0,-4,0,0,5,0,-5
expat_resume,afl,2,jaccard,2912,6067,"getAttributeId(XML_Parser parser, const ENCODING *enc,",above,0,0,3,0,-3,0,0,3,0,-3
expat_resume,afl,2,jaccard,2912,6070,DTD * const dtd = parser->m_dtd;  /* save one level of indirection */,above,0,0,3,0,-3,0,0,3,0,-3
expat_resume,afl,2,jaccard,2912,6073,"if (!poolAppendChar(&dtd->pool, XML_T('\0')))",above,0,0,3,0,-3,0,0,3,0,-3
expat_resume,afl,2,jaccard,2912,6075,"name = poolStoreString(&dtd->pool, enc, start, end);",above,0,0,3,0,-3,0,0,3,0,-3
expat_resume,afl,2,jaccard,2912,6076,if (!name),above,0,0,3,0,-3,0,0,3,0,-3
expat_resume,afl,2,jaccard,2912,6079,++name;,above,0,0,3,0,-3,0,0,3,0,-3
expat_resume,afl,2,jaccard,2912,6080,"id = (ATTRIBUTE_ID *)lookup(parser, &dtd->attributeIds, name, sizeof(ATTRIBUTE_ID));",above,0,0,3,0,-3,0,0,3,0,-3
expat_resume,afl,2,jaccard,2912,6081,if (!id),above,0,0,3,0,-3,0,0,3,0,-3
expat_resume,afl,2,jaccard,2912,6083,if (id->name != name),above,0,0,3,0,-3,0,0,3,0,-3
expat_resume,afl,2,jaccard,2912,6086,poolFinish(&dtd->pool);,above,0,0,3,0,-3,0,0,3,0,-3
expat_resume,afl,2,jaccard,2912,6087,if (!parser->m_ns),above,0,0,3,0,-3,0,0,3,0,-3
expat_resume,afl,2,jaccard,2912,6126,return id;,above,0,0,3,0,-3,0,0,3,0,-3
expat_resume,afl,2,jaccard,2912,6312,dtdCreate(const XML_Memory_Handling_Suite *ms),equal,0,0,0,0,0,0,0,0,0,0
expat_resume,afl,2,jaccard,2912,6314,DTD *p = (DTD *)ms->malloc_fcn(sizeof(DTD));,equal,0,0,0,0,0,0,0,0,0,0
expat_resume,afl,2,jaccard,2912,6315,if (p == NULL),equal,0,0,0,0,0,0,0,0,0,0
expat_resume,afl,2,jaccard,2912,6317,"poolInit(&(p->pool), ms);",equal,0,0,0,0,0,0,0,0,0,0
expat_resume,afl,2,jaccard,2912,6318,"poolInit(&(p->entityValuePool), ms);",equal,0,0,0,0,0,0,0,0,0,0
expat_resume,afl,2,jaccard,2912,6319,"hashTableInit(&(p->generalEntities), ms);",equal,0,0,0,0,0,0,0,0,0,0
expat_resume,afl,2,jaccard,2912,6320,"hashTableInit(&(p->elementTypes), ms);",equal,0,0,0,0,0,0,0,0,0,0
expat_resume,afl,2,jaccard,2912,6321,"hashTableInit(&(p->attributeIds), ms);",equal,0,0,0,0,0,0,0,0,0,0
expat_resume,afl,2,jaccard,2912,6322,"hashTableInit(&(p->prefixes), ms);",equal,0,0,0,0,0,0,0,0,0,0
expat_resume,afl,2,jaccard,2912,6324,p->paramEntityRead = XML_FALSE;,equal,0,0,0,0,0,0,0,0,0,0
expat_resume,afl,2,jaccard,2912,6325,"hashTableInit(&(p->paramEntities), ms);",equal,0,0,0,0,0,0,0,0,0,0
expat_resume,afl,2,jaccard,2912,6327,p->defaultPrefix.name = NULL;,equal,0,0,0,0,0,0,0,0,0,0
expat_resume,afl,2,jaccard,2912,6328,p->defaultPrefix.binding = NULL;,equal,0,0,0,0,0,0,0,0,0,0
expat_resume,afl,2,jaccard,2912,6330,p->in_eldecl = XML_FALSE;,equal,0,0,0,0,0,0,0,0,0,0
expat_resume,afl,2,jaccard,2912,6331,p->scaffIndex = NULL;,equal,0,0,0,0,0,0,0,0,0,0
expat_resume,afl,2,jaccard,2912,6332,p->scaffold = NULL;,equal,0,0,0,0,0,0,0,0,0,0
expat_resume,afl,2,jaccard,2912,6333,p->scaffLevel = 0;,equal,0,0,0,0,0,0,0,0,0,0
expat_resume,afl,2,jaccard,2912,6334,p->scaffSize = 0;,equal,0,0,0,0,0,0,0,0,0,0
expat_resume,afl,2,jaccard,2912,6335,p->scaffCount = 0;,equal,0,0,0,0,0,0,0,0,0,0
expat_resume,afl,2,jaccard,2912,6336,p->contentStringLen = 0;,equal,0,0,0,0,0,0,0,0,0,0
expat_resume,afl,2,jaccard,2912,6338,p->keepProcessing = XML_TRUE;,equal,0,0,0,0,0,0,0,0,0,0
expat_resume,afl,2,jaccard,2912,6339,p->hasParamEntityRefs = XML_FALSE;,equal,0,0,0,0,0,0,0,0,0,0
expat_resume,afl,2,jaccard,2912,6340,p->standalone = XML_FALSE;,equal,0,0,0,0,0,0,0,0,0,0
expat_resume,afl,2,jaccard,2912,6341,return p;,equal,0,0,0,0,0,0,0,0,0,0
expat_resume,afl,2,jaccard,2912,6387,"dtdDestroy(DTD *p, XML_Bool isDocEntity, const XML_Memory_Handling_Suite *ms)",equal,0,0,0,0,0,0,0,0,0,0
expat_resume,afl,2,jaccard,2912,6390,"hashTableIterInit(&iter, &(p->elementTypes));",equal,0,0,0,0,0,0,0,0,0,0
expat_resume,afl,2,jaccard,2912,6391,for (;;) {,equal,0,0,0,0,0,0,0,0,0,0
expat_resume,afl,2,jaccard,2912,6392,ELEMENT_TYPE *e = (ELEMENT_TYPE *)hashTableIterNext(&iter);,equal,0,0,0,0,0,0,0,0,0,0
expat_resume,afl,2,jaccard,2912,6393,if (!e),equal,0,0,0,0,0,0,0,0,0,0
expat_resume,afl,2,jaccard,2912,6394,break;,equal,0,0,0,0,0,0,0,0,0,0
expat_resume,afl,2,jaccard,2912,6395,if (e->allocDefaultAtts != 0),equal,0,0,0,0,0,0,0,0,0,0
expat_resume,afl,2,jaccard,2912,6398,hashTableDestroy(&(p->generalEntities));,equal,0,0,0,0,0,0,0,0,0,0
expat_resume,afl,2,jaccard,2912,6400,hashTableDestroy(&(p->paramEntities));,equal,0,0,0,0,0,0,0,0,0,0
expat_resume,afl,2,jaccard,2912,6402,hashTableDestroy(&(p->elementTypes));,equal,0,0,0,0,0,0,0,0,0,0
expat_resume,afl,2,jaccard,2912,6403,hashTableDestroy(&(p->attributeIds));,equal,0,0,0,0,0,0,0,0,0,0
expat_resume,afl,2,jaccard,2912,6404,hashTableDestroy(&(p->prefixes));,equal,0,0,0,0,0,0,0,0,0,0
expat_resume,afl,2,jaccard,2912,6405,poolDestroy(&(p->pool));,equal,0,0,0,0,0,0,0,0,0,0
expat_resume,afl,2,jaccard,2912,6406,poolDestroy(&(p->entityValuePool));,equal,0,0,0,0,0,0,0,0,0,0
expat_resume,afl,2,jaccard,2912,6407,if (isDocEntity) {,equal,0,0,0,0,0,0,0,0,0,0
expat_resume,afl,2,jaccard,2912,6408,ms->free_fcn(p->scaffIndex);,equal,0,0,0,0,0,0,0,0,0,0
expat_resume,afl,2,jaccard,2912,6409,ms->free_fcn(p->scaffold);,equal,0,0,0,0,0,0,0,0,0,0
expat_resume,afl,2,jaccard,2912,6411,ms->free_fcn(p);,equal,0,0,0,0,0,0,0,0,0,0
expat_resume,afl,2,jaccard,2912,6412,},equal,0,0,0,0,0,0,0,0,0,0
expat_resume,afl,2,jaccard,2912,6627,keylen(KEY s),equal,0,0,0,0,0,0,0,0,0,0
expat_resume,afl,2,jaccard,2912,6629,size_t len = 0;,equal,0,0,0,0,0,0,0,0,0,0
